"Horas_Estudio","Asistencia","Involucramiento_Parental","Acceso_Recursos","Actividades_Extracurriculares","Horas_Sueno","Puntuaciones_Previas","Nivel_Motivacion","Acceso_Internet","Sesiones_Tutoria","Ingresos_Familiares","Calidad_Profesor","Tipo_Escuela","Influencia_Companeros","Actividad_Fisica","Discapacidades_Aprendizaje","Nivel_Educativo_Padres","Distancia_Hogar","Sexo","Puntuacion_Examen"
16,98,"Medio","Bajo","Si",6,60,"Media","Si",1,"Medio","Media","Privada","Positiva",3,"No","Secundaria","Lejos","Masculino",67
31,69,"Medio","Medio","No",7,52,"Media","No",2,"Alto","Baja","Publica","Neutral",5,"No","Universitaria","Lejos","Masculino",92
19,81,"Alto","Alto","No",6,73,"Baja","No",1,"Bajo","Alta","Privada","Positiva",3,"No","Secundaria","Cerca","Femenino",67
21,89,"Bajo","Medio","Si",10,87,"Baja","Si",3,"Medio","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Masculino",70
25,82,"Alto","Bajo","No",8,68,"Media","Si",1,"Bajo","Alta","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",68
23,97,"Medio","Bajo","Si",9,62,"Media","Si",0,"Bajo","Media","Privada","Positiva",2,"No","Postgrado","Cerca","Masculino",70
21,75,"Medio","Medio","Si",7,70,"Baja","Si",3,"Medio","Media","Publica","Positiva",4,"Si","Postgrado","Cerca","Masculino",67
22,79,"Medio","Medio","Si",7,98,"Alta","Si",0,"Alto","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",69
34,64,"Medio","Medio","No",6,71,"Alta","Si",0,"Bajo","Alta","Privada","Negativa",4,"No","Secundaria","Cerca","Femenino",67
20,84,"Alto","Alto","Si",10,63,"Media","Si",0,"Bajo","Media","Privada","Positiva",4,"No","Secundaria","Cerca","Femenino",69
21,72,"Medio","Alto","No",7,78,"Baja","No",0,"Alto","Media","Publica","Neutral",1,"Si","Secundaria","Cerca","Femenino",63
26,66,"Medio","Medio","No",6,91,"Media","Si",3,"Medio",NA,"Publica","Positiva",3,"No","Universitaria","Cerca","Femenino",69
27,82,"Medio","Alto","No",6,51,"Baja","Si",1,"Bajo","Media","Publica","Negativa",3,"No","Secundaria","Moderado","Masculino",66
27,81,"Medio","Medio","No",8,78,"Media","Si",0,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",68
24,63,"Medio","Medio","Si",9,92,"Media","Si",4,"Medio","Media","Privada","Positiva",4,"No","Postgrado","Cerca","Masculino",69
13,88,"Alto","Bajo","Si",9,61,"Baja","Si",4,"Medio","Media","Privada","Negativa",3,"No","Secundaria","Cerca","Femenino",66
30,85,"Medio","Medio","Si",6,96,"Baja","Si",1,"Medio","Media","Privada","Neutral",4,"No","Secundaria","Cerca","Femenino",72
13,68,"Bajo","Medio","Si",6,79,"Media","Si",1,"Alto","Media","Privada","Negativa",3,"No","Universitaria","Cerca","Masculino",62
22,79,"Medio","Medio","No",9,76,"Media","Si",1,"Bajo","Media","Privada","Positiva",2,"No","Secundaria","Cerca","Masculino",67
15,89,"Alto","Bajo","No",10,98,"Baja","Si",0,"Bajo","Media","Privada","Positiva",2,"No","Universitaria","Cerca","Masculino",67
20,81,"Alto","Alto","Si",7,56,"Baja","No",1,"Medio","Media","Privada","Positiva",3,"No","Secundaria","Cerca","Masculino",67
22,76,"Medio","Bajo","No",9,87,"Baja","Si",2,"Bajo","Alta","Publica","Neutral",3,"Si","Universitaria","Cerca","Femenino",65
22,73,"Alto","Bajo","No",5,91,"Media","Si",1,"Medio","Media","Publica","Positiva",3,"No","Postgrado","Moderado","Masculino",67
23,84,"Bajo","Bajo","No",6,74,"Media","No",3,"Bajo","Media","Publica","Positiva",1,"No","Secundaria","Cerca","Femenino",66
30,98,"Bajo","Bajo","Si",5,50,"Alta","Si",0,"Bajo","Alta","Publica","Negativa",2,"No","Universitaria","Cerca","Masculino",70
23,87,"Bajo","Alto","No",8,76,"Media","Si",2,"Alto","Media","Publica","Positiva",5,"Si","Postgrado","Cerca","Femenino",71
19,63,"Bajo","Alto","Si",7,58,"Media","Si",2,"Bajo","Alta","Privada","Neutral",3,"No","Postgrado","Cerca","Femenino",64
26,78,"Bajo","Alto","Si",7,78,"Baja","Si",4,"Medio","Media","Privada","Neutral",4,"No","Secundaria","Moderado","Femenino",69
27,96,"Medio","Alto","Si",9,87,"Baja","No",0,"Medio","Alta","Publica","Positiva",2,"No","Universitaria","Moderado","Masculino",72
13,64,"Medio","Bajo","Si",6,77,"Media","Si",0,"Bajo","Alta","Publica","Neutral",4,"No","Secundaria","Cerca","Masculino",60
24,100,"Medio","Bajo","Si",7,82,"Baja","Si",1,"Medio","Alta","Privada","Positiva",3,"No","Secundaria","Moderado","Masculino",71
24,98,"Medio","Medio","Si",5,55,"Alta","Si",0,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",71
18,63,"Alto","Alto","No",9,55,"Media","Si",2,"Alto","Alta","Privada","Positiva",2,"No","Postgrado","Cerca","Femenino",66
28,97,"Medio","Medio","No",9,93,"Baja","Si",3,"Medio","Alta","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",74
19,75,"Medio","Medio","No",8,52,"Alta","Si",0,"Bajo","Media","Publica","Negativa",4,"No","Postgrado","Moderado","Masculino",64
21,94,"Medio","Bajo","Si",7,64,"Baja","Si",2,"Medio","Media","Privada","Neutral",2,"No","Secundaria","Cerca","Masculino",68
19,77,"Alto","Bajo","No",6,97,"Baja","Si",4,"Bajo","Media","Publica","Negativa",2,"No","Secundaria","Cerca","Masculino",66
20,78,"Medio","Medio","No",5,73,"Baja","Si",1,"Bajo","Media","Publica","Negativa",3,"No","Universitaria","Cerca","Femenino",65
13,85,"Bajo","Alto","Si",7,84,"Media","No",0,"Bajo","Media","Publica","Neutral",5,"No","Secundaria","Moderado","Femenino",64
11,91,"Medio","Bajo","No",8,61,"Media","Si",1,"Alto","Media","Privada","Positiva",3,"No","Postgrado","Lejos","Masculino",65
30,61,"Alto","Alto","No",10,64,"Baja","Si",4,"Medio","Media","Publica","Positiva",2,"No","Postgrado","Moderado","Masculino",69
15,84,"Medio","Alto","Si",6,75,"Media","Si",2,"Medio","Media","Privada","Positiva",4,"Si","Postgrado",NA,"Femenino",68
14,67,"Medio","Alto","No",7,82,"Baja","Si",1,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Lejos","Femenino",62
7,74,"Bajo","Alto","No",9,98,"Alta","Si",3,"Alto","Baja","Publica","Neutral",2,"No","Secundaria","Moderado","Masculino",63
16,74,"Alto","Bajo","No",9,79,"Alta","Si",0,"Alto","Media","Publica","Neutral",4,"No","Postgrado","Moderado","Femenino",65
12,79,"Bajo","Alto","No",6,55,"Media","Si",1,"Bajo","Alta","Privada","Neutral",4,"No","Universitaria","Lejos","Femenino",62
30,73,"Bajo","Medio","No",7,68,"Media","Si",0,"Bajo","Alta","Publica","Positiva",2,"No","Postgrado","Cerca","Masculino",67
26,64,"Bajo","Alto","No",6,62,"Baja","Si",1,"Bajo","Media","Privada","Positiva",5,"No","Secundaria","Moderado","Masculino",64
16,66,"Medio","Bajo","No",6,63,"Baja","Si",2,"Medio","Alta","Publica","Neutral",3,"No","Universitaria","Moderado","Masculino",61
34,61,"Bajo","Medio","No",9,75,"Media","Si",1,"Bajo","Media","Publica","Neutral",2,"No","Universitaria","Lejos","Masculino",65
26,79,"Alto","Bajo","No",7,66,"Media","Si",1,"Alto","Media","Publica","Positiva",5,"Si","Secundaria","Moderado","Masculino",67
18,98,"Alto","Bajo","No",7,64,"Media","Si",0,"Medio","Media","Publica","Positiva",4,"No","Postgrado","Moderado","Masculino",70
5,65,"Medio","Alto","Si",7,98,"Baja","Si",1,"Bajo","Baja","Privada","Positiva",3,"No","Secundaria","Lejos","Masculino",59
34,98,"Medio","Alto","No",7,79,"Media","Si",1,"Bajo","Media","Privada","Neutral",4,"No","Universitaria","Cerca","Masculino",75
12,89,"Bajo","Medio","Si",7,63,"Media","Si",4,"Bajo","Alta","Publica","Neutral",2,"No","Universitaria","Cerca","Masculino",67
10,85,"Medio","Medio","Si",6,64,"Baja","Si",1,"Medio","Media","Publica","Negativa",3,"No","Universitaria","Cerca","Masculino",64
26,86,"Medio","Alto","Si",9,91,"Media","Si",3,"Alto","Media","Publica","Neutral",3,"Si","Secundaria","Cerca","Femenino",72
35,93,"Medio","Medio","Si",6,94,"Media","Si",5,"Medio","Media","Publica","Neutral",2,"Si","Universitaria","Cerca","Femenino",76
28,64,"Medio","Alto","Si",6,84,"Baja","Si",2,"Medio","Media","Privada","Positiva",2,"No","Postgrado","Cerca","Masculino",69
23,80,"Bajo","Medio","No",7,72,"Baja","Si",0,"Bajo","Alta","Publica","Negativa",5,"No","Secundaria","Cerca","Masculino",65
24,88,"Alto","Medio","No",10,88,"Baja","Si",2,"Alto","Alta","Publica","Positiva",1,"No","Postgrado","Lejos","Femenino",72
25,83,"Medio","Alto","Si",6,97,"Baja","Si",0,"Bajo","Baja","Publica","Neutral",4,"No","Secundaria","Cerca","Masculino",69
25,93,"Alto","Medio","No",8,58,"Media","Si",0,"Alto","Media","Privada","Positiva",4,"No","Secundaria","Moderado","Femenino",71
22,63,"Alto","Medio","No",7,93,"Alta","Si",0,"Medio","Media","Privada","Neutral",2,"No","Secundaria","Lejos","Masculino",64
21,88,"Alto","Alto","Si",7,92,"Alta","Si",2,"Medio","Media","Publica","Positiva",3,"No","Postgrado","Cerca","Femenino",74
20,81,"Medio","Alto","Si",8,68,"Media","Si",0,"Medio","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",68
15,75,"Medio","Alto","Si",4,65,"Alta","Si",1,"Bajo","Baja","Privada","Positiva",4,"No","Postgrado","Moderado","Femenino",66
18,74,"Medio","Medio","No",6,78,"Alta","Si",0,"Alto","Media","Publica","Positiva",2,"No","Secundaria","Moderado","Femenino",65
10,85,"Alto","Medio","Si",8,64,"Baja","Si",2,"Alto","Media","Publica","Neutral",3,"No","Postgrado","Cerca","Femenino",67
19,96,"Medio","Medio","No",7,57,"Alta","Si",0,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",69
14,80,"Alto","Bajo","Si",7,98,"Alta","Si",2,"Bajo","Alta","Privada","Negativa",2,"No","Secundaria","Cerca","Masculino",66
13,93,"Medio","Alto","Si",8,75,"Media","Si",1,"Medio","Media","Privada","Positiva",2,"No","Secundaria","Cerca","Masculino",69
21,76,"Medio","Medio","Si",6,74,"Media","Si",2,"Medio","Media","Privada","Neutral",3,"No","Secundaria","Cerca","Masculino",67
28,64,"Medio","Medio","Si",9,56,"Media","Si",1,"Bajo","Baja","Publica","Negativa",2,"No","Universitaria","Cerca","Masculino",64
26,62,"Alto","Alto","No",8,75,"Media","Si",2,"Medio","Media","Publica","Neutral",2,"No","Universitaria","Moderado","Masculino",67
11,62,"Bajo","Alto","Si",7,87,"Alta","No",3,"Bajo","Alta","Publica","Positiva",3,"No","Secundaria","Lejos","Femenino",61
14,75,"Medio","Bajo","Si",8,62,"Baja","Si",0,"Alto","Media","Publica","Negativa",2,"No","Secundaria","Moderado","Femenino",61
26,73,"Medio","Medio","Si",9,68,"Alta","Si",4,"Medio","Media","Publica","Neutral",2,"No","Secundaria","Lejos","Masculino",68
14,89,"Bajo","Alto","No",6,59,"Baja","Si",2,"Bajo","Alta","Publica","Neutral",5,"No","Postgrado","Moderado","Masculino",66
19,90,"Medio","Medio","No",8,68,"Baja","Si",0,"Alto","Media","Publica","Negativa",4,"No","Secundaria","Moderado","Masculino",66
23,62,"Medio","Alto","No",10,93,"Alta","Si",2,"Bajo",NA,"Publica","Positiva",4,"No","Universitaria","Cerca","Femenino",68
14,69,"Bajo","Alto","No",8,62,"Alta","Si",1,"Medio","Alta","Privada","Neutral",2,"No","Secundaria","Cerca","Masculino",63
21,71,"Medio","Medio","Si",7,51,"Media","Si",3,"Medio","Alta","Privada","Neutral",3,"No","Postgrado","Moderado","Femenino",66
12,82,"Alto","Medio","Si",10,77,"Alta","Si",0,"Medio","Media","Publica","Neutral",4,"No","Universitaria","Lejos","Femenino",66
16,66,"Alto","Medio","Si",7,79,"Alta","Si",0,"Alto","Alta","Privada","Neutral",3,"No","Universitaria","Cerca","Femenino",66
22,65,"Medio","Medio","Si",9,66,"Alta","Si",2,"Medio","Media","Publica","Negativa",4,"No","Secundaria","Cerca","Masculino",65
10,98,"Medio","Medio","Si",6,82,"Media","Si",2,"Alto","Media","Publica","Positiva",2,"No","Universitaria","Moderado","Masculino",69
23,92,"Medio","Alto","No",9,52,"Alta","Si",1,"Alto","Media","Privada","Positiva",2,"No","Secundaria","Cerca","Femenino",71
20,67,"Alto","Alto","No",6,67,"Alta","Si",1,"Medio","Alta","Publica","Positiva",2,"Si","Universitaria","Cerca","Femenino",66
23,76,"Medio","Medio","Si",7,57,"Alta","Si",1,"Medio","Media","Publica","Negativa",3,"No","Secundaria","Moderado","Femenino",66
21,74,"Medio","Alto","Si",6,61,"Baja","No",0,"Bajo","Media","Privada","Positiva",4,"No","Secundaria","Cerca","Masculino",65
28,92,"Bajo","Medio","No",10,69,"Media","Si",4,"Bajo","Media","Publica","Neutral",4,"No","Secundaria","Moderado","Femenino",71
21,80,"Medio","Alto","No",7,75,"Alta","Si",3,"Medio","Alta","Privada","Neutral",2,"No","Secundaria","Lejos","Masculino",69
17,65,"Bajo","Bajo","Si",5,55,"Media","Si",2,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",61
21,90,"Alto","Medio","Si",7,55,"Alta","Si",1,"Bajo","Alta","Publica","Neutral",4,"No","Secundaria","Cerca","Femenino",70
23,76,"Medio","Medio","No",8,84,"Alta","Si",2,"Alto","Media","Publica","Positiva",4,"No","Universitaria","Cerca","Femenino",70
20,71,"Medio","Medio","No",7,70,"Alta","Si",0,"Alto","Alta","Publica","Negativa",4,"No","Secundaria","Cerca","Femenino",65
20,75,"Medio","Bajo","Si",6,59,"Media","Si",2,"Medio","Media","Publica","Negativa",1,"No","Postgrado","Moderado","Masculino",64
16,80,"Alto","Alto","Si",9,62,"Baja","Si",0,"Alto","Media","Publica","Neutral",4,"No","Postgrado","Cerca","Femenino",68
16,74,"Bajo","Medio","Si",9,86,"Baja","Si",1,"Bajo","Media","Privada","Neutral",2,"No","Secundaria","Cerca","Femenino",63
12,70,"Medio","Alto","No",5,53,"Media","Si",2,"Bajo","Media","Privada","Positiva",3,"No","Universitaria","Cerca","Masculino",63
30,76,"Medio","Medio","Si",6,75,"Baja","Si",3,"Alto","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Femenino",71
13,61,"Alto","Bajo","No",7,68,"Baja","No",1,"Medio","Media","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",58
16,91,"Medio","Medio","Si",6,91,"Media","Si",1,"Medio","Media","Publica","Neutral",2,"No","Secundaria","Moderado","Femenino",68
16,67,"Medio","Alto","No",8,90,"Alta","Si",1,"Alto","Baja","Publica","Neutral",4,"No","Secundaria","Cerca","Masculino",65
25,62,"Medio","Medio","No",10,84,"Baja","Si",2,"Bajo","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Femenino",65
18,86,"Alto","Bajo","Si",6,69,"Baja","Si",2,"Medio","Alta","Publica","Positiva",2,"No","Secundaria","Cerca","Masculino",68
27,91,"Bajo","Alto","Si",9,82,"Media","Si",0,"Bajo","Baja","Publica","Neutral",1,"No","Secundaria","Lejos","Masculino",69
16,93,"Medio","Medio","Si",5,82,"Baja","Si",5,"Alto","Media","Publica","Positiva",1,"No","Secundaria","Cerca","Masculino",71
22,80,"Bajo","Medio","No",8,67,"Baja","Si",2,"Bajo","Baja","Privada","Positiva",2,"No","Postgrado","Moderado","Masculino",65
15,68,"Bajo","Medio","Si",6,94,"Baja","Si",0,"Medio","Alta","Publica","Neutral",5,"No","Postgrado","Cerca","Femenino",64
33,89,"Bajo","Medio","No",8,99,"Media","Si",2,"Alto","Alta","Privada","Positiva",4,"No","Universitaria","Moderado","Masculino",75
13,88,"Alto","Medio","No",4,66,"Baja","Si",1,"Bajo","Alta","Publica","Positiva",4,"No","Secundaria","Cerca","Femenino",67
22,70,"Medio","Alto","Si",5,90,"Alta","Si",1,"Medio","Alta","Publica","Neutral",3,"No","Universitaria","Lejos","Femenino",68
24,96,"Alto","Alto","No",8,75,"Baja","Si",1,"Medio","Media","Publica","Positiva",1,"No","Universitaria","Moderado","Femenino",72
22,64,"Medio","Medio","No",6,73,"Alta","Si",3,"Medio","Media","Publica","Positiva",4,"No","Postgrado","Moderado","Femenino",67
19,99,"Alto","Medio","No",7,69,"Media","Si",1,"Alto","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",72
19,94,"Medio","Bajo","Si",10,65,"Alta","Si",1,"Bajo","Alta","Publica","Negativa",3,"No","Postgrado","Moderado","Masculino",69
20,88,"Bajo","Bajo","No",7,96,"Baja","Si",0,"Alto","Alta","Publica","Positiva",3,"No","Postgrado","Moderado","Masculino",68
19,98,"Medio","Medio","Si",8,87,"Media","Si",0,"Medio","Media","Privada","Negativa",6,"No","Secundaria","Cerca","Masculino",70
26,89,"Medio","Medio","No",6,72,"Alta","Si",1,"Bajo","Media","Publica","Neutral",3,"Si","Universitaria","Cerca","Femenino",69
33,68,"Medio","Bajo","Si",5,88,"Media","Si",2,"Bajo","Media","Publica","Negativa",1,"No","Universitaria","Moderado","Masculino",67
17,78,"Medio","Medio","No",7,86,"Media","No",0,"Bajo","Baja","Publica","Neutral",3,"No","Universitaria","Cerca","Femenino",63
12,63,"Medio","Alto","No",5,63,"Baja","Si",4,"Bajo","Media","Privada","Positiva",2,"No","Secundaria","Moderado","Masculino",61
19,76,"Medio","Alto","Si",6,59,"Media","Si",1,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",66
35,90,"Alto","Medio","Si",7,92,"Baja","No",0,"Bajo","Media","Privada","Neutral",4,"No","Secundaria","Cerca","Masculino",73
15,75,"Medio","Alto","Si",7,91,"Alta","Si",0,"Medio","Alta","Publica","Neutral",3,"No","Universitaria","Moderado","Masculino",67
30,73,"Alto","Medio","Si",8,100,"Media","Si",2,"Alto","Alta","Publica","Neutral",2,"No","Secundaria","Cerca","Femenino",72
30,84,"Alto","Medio","No",8,51,"Baja","Si",1,"Bajo","Media","Publica","Positiva",4,"Si","Postgrado","Lejos","Masculino",69
17,95,"Bajo","Alto","No",5,77,"Media","Si",2,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Moderado","Femenino",69
23,62,"Bajo","Alto","Si",6,85,"Media","Si",1,"Bajo","Media","Publica","Negativa",3,"Si","Universitaria","Moderado","Masculino",63
30,75,"Medio","Medio","Si",4,79,"Baja","Si",0,"Medio","Media","Publica","Negativa",4,"No","Secundaria","Moderado","Masculino",67
18,66,"Medio","Medio","No",6,86,"Media","Si",0,"Alto","Media","Publica","Positiva",2,"No","Secundaria","Moderado","Femenino",63
19,88,"Medio","Alto","Si",8,57,"Baja","No",1,"Medio","Baja","Privada","Negativa",4,"No","Universitaria","Cerca","Masculino",66
17,64,"Medio","Medio","No",9,50,"Media","Si",2,"Bajo","Alta","Publica","Positiva",4,"No","Secundaria","Moderado","Femenino",62
14,87,"Medio","Medio","Si",7,55,"Media","Si",2,"Bajo","Alta","Privada","Positiva",4,"No","Postgrado","Cerca","Masculino",68
16,71,"Medio","Alto","No",9,69,"Media","Si",1,"Bajo","Media","Publica","Neutral",4,"No","Postgrado","Cerca","Femenino",65
13,68,"Bajo","Bajo","Si",8,66,"Media","Si",0,"Medio","Baja","Publica","Neutral",4,"Si","Universitaria","Cerca","Masculino",59
20,97,"Alto","Medio","Si",7,94,"Alta","Si",1,"Medio","Media","Publica","Negativa",1,"No","Universitaria","Moderado","Masculino",72
15,61,"Medio","Alto","Si",6,54,"Media","Si",0,"Alto","Alta","Privada","Neutral",2,"No","Postgrado","Cerca","Masculino",63
21,78,"Medio","Medio","No",4,72,"Media","Si",1,"Medio","Alta","Publica","Neutral",4,"No","Postgrado","Cerca","Masculino",68
11,61,"Medio","Medio","Si",9,98,"Alta","Si",0,"Medio","Alta","Publica","Negativa",2,"No","Secundaria","Moderado","Masculino",61
22,79,"Bajo","Medio","No",7,75,"Baja","Si",1,"Bajo","Alta","Privada","Neutral",3,"No","Secundaria","Cerca","Femenino",65
25,80,"Medio","Medio","Si",9,57,"Baja","Si",2,"Bajo","Alta","Publica","Positiva",3,"No","Secundaria","Moderado","Femenino",68
8,73,"Bajo","Medio","Si",6,65,"Alta","Si",1,"Bajo","Media","Publica","Neutral",4,"No","Universitaria","Moderado","Masculino",61
22,65,"Bajo","Bajo","Si",10,81,"Media","Si",1,"Bajo",NA,"Privada","Neutral",3,"No","Postgrado","Cerca","Masculino",63
27,75,"Medio","Medio","Si",7,51,"Alta","Si",1,"Medio","Baja","Publica","Negativa",2,"No","Postgrado","Cerca","Masculino",67
13,87,"Bajo","Medio","Si",6,98,"Baja","Si",0,"Alto","Alta","Publica","Positiva",3,"Si","Postgrado","Moderado","Masculino",66
30,91,"Medio","Medio","Si",7,78,"Alta","Si",3,"Medio","Media","Privada","Positiva",2,"No","Postgrado","Cerca","Masculino",75
23,81,"Medio","Medio","No",7,85,"Baja","Si",0,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",68
16,84,"Bajo","Medio","No",7,75,"Alta","Si",2,"Medio","Media","Publica","Negativa",3,"No","Secundaria","Cerca","Femenino",65
20,68,"Bajo","Medio","No",6,98,"Alta","Si",0,"Bajo","Alta","Publica","Negativa",4,"No","Secundaria","Cerca","Femenino",64
23,71,"Alto","Medio","Si",4,79,"Media","No",2,"Bajo","Media","Publica","Positiva",3,"No",NA,"Cerca","Masculino",67
20,66,"Bajo","Medio","Si",6,83,"Media","Si",2,"Bajo","Media","Privada","Neutral",3,"No","Universitaria","Cerca","Masculino",64
23,70,"Medio","Alto","Si",9,93,"Media","Si",0,"Bajo","Alta","Publica","Neutral",2,"Si","Postgrado","Moderado","Femenino",67
14,69,"Medio","Alto","Si",6,93,"Baja","No",2,"Bajo","Media","Privada","Neutral",0,"No","Secundaria","Cerca","Masculino",63
21,81,"Alto","Medio","Si",4,51,"Media","Si",0,"Medio","Media","Privada","Positiva",2,"No","Universitaria","Moderado","Femenino",67
12,83,"Alto","Bajo","Si",5,64,"Media","Si",1,"Alto","Media","Privada","Negativa",2,"No","Postgrado","Cerca","Femenino",65
19,98,"Alto","Bajo","Si",7,62,"Alta","Si",1,"Bajo","Alta","Publica","Neutral",2,"No","Secundaria","Cerca","Femenino",70
15,68,"Medio","Medio","Si",6,50,"Alta","Si",2,"Alto","Baja","Publica","Neutral",3,"No","Secundaria","Moderado","Masculino",62
16,86,"Alto","Medio","Si",7,94,"Media","Si",2,"Bajo","Alta","Publica","Neutral",3,"No","Secundaria","Moderado","Femenino",69
27,93,"Medio","Bajo","Si",6,66,"Media","Si",2,"Medio","Media","Publica","Negativa",3,"No","Universitaria","Moderado","Femenino",70
27,82,"Medio","Medio","Si",9,67,"Baja","Si",1,"Bajo","Alta","Privada","Neutral",2,"No","Secundaria","Moderado","Masculino",68
24,70,"Medio","Alto","No",8,55,"Media","Si",4,"Bajo","Alta","Publica","Positiva",4,"No","Postgrado","Moderado","Femenino",68
